1129	等级达到70级	0	2	70	1128	-1	250	-1	-1	-1	-1	-1	元宝x250	-1
1038	[FFAB27]连续登录[F1ECCF]9天	0	9	9	1	-1	32	-1	-1	-1	-1	-1	元宝x32	-1
1039	[FFAB27]连续登录[F1ECCF]10天	0	9	10	1	-1	40	-1	-1	-1	-1	-1	元宝x40	-1
1032	[FFAB27]连续登录[F1ECCF]3天	0	9	3	1	-1	14	-1	-1	-1	-1	-1	元宝x14	-1
1033	[FFAB27]连续登录[F1ECCF]4天	0	9	4	1	-1	16	-1	-1	-1	-1	-1	元宝x16	-1
1030	[FFAB27]连续登录[F1ECCF]1天	0	9	1	1	-1	10	-1	-1	-1	-1	-1	元宝x10	-1
1031	[FFAB27]连续登录[F1ECCF]2天	0	9	2	1	-1	12	-1	-1	-1	-1	-1	元宝x12	-1
1036	[FFAB27]连续登录[F1ECCF]7天	0	9	7	1	-1	26	-1	-1	-1	-1	-1	元宝x26	-1
1037	[FFAB27]连续登录[F1ECCF]8天	0	9	8	1	-1	29	-1	-1	-1	-1	-1	元宝x29	-1
1034	[FFAB27]连续登录[F1ECCF]5天	0	9	5	1	-1	20	-1	-1	-1	-1	-1	元宝x20	-1
1035	[FFAB27]连续登录[F1ECCF]6天	0	9	6	1	-1	23	-1	-1	-1	-1	-1	元宝x23	-1
1126	等级达到67级	0	2	67	1125	-1	240	-1	-1	-1	-1	-1	元宝x240	-1
1127	等级达到68级	0	2	68	1126	466666	-1	-1	-1	-1	-1	-1	金币x466666	-1
1025	通关血溅曼陀山庄副本	0	5	166	1024	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1024	通关比武招亲副本	0	5	157	1023	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1027	通关初探灵鹫宫副本	0	5	184	1026	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1026	通关拜访天龙寺副本	0	5	176	1025	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1021	通关万仙大会副本	0	5	124	1020	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1020	通关擂鼓山对弈副本	0	5	112	1019	-1	160	-1	-1	-1	-1	-1	元宝x160	-1
1023	通关少室山之难副本	0	5	148	1022	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1022	通关西夏皇宫副本	0	5	133	1021	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1029	首次完成珍珑棋局获80元宝	0	5	10000	0	-1	80	-1	-1	-1	-1	-1	元宝x80	-1
1028	通关拜访少林寺副本	0	5	193	1027	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1106	等级达到47级	0	2	47	1105	326666	-1	-1	-1	-1	-1	-1	金币x326666	-1
1107	等级达到48级	0	2	48	1106	-1	-1	-1	-1	-1	-1	4	强身丹x4	-1
1104	等级达到45级	0	2	45	1103	-1	-1	-1	-1	-1	4	-1	大力丸x4	-1
1105	等级达到46级	0	2	46	1104	-1	170	-1	-1	-1	-1	-1	元宝x170	-1
1102	等级达到43级	0	2	43	1101	-1	160	-1	-1	-1	-1	-1	元宝x160	-1
1103	等级达到44级	0	2	44	1102	306666	-1	-1	-1	-1	-1	-1	金币x306666	-1
1100	等级达到41级	0	2	41	1099	286666	-1	-1	-1	-1	-1	-1	金币x286666	-1
1101	等级达到42级	0	2	42	1100	-1	-1	-1	-1	-1	-1	4	强身丹x4	-1
1108	等级达到49级	0	2	49	1107	-1	180	-1	-1	-1	-1	-1	元宝x180	-1
1109	等级达到50级	0	2	50	1108	346666	-1	-1	-1	-1	-1	-1	金币x346666	-1
1164	首次完成大战逍遥派-精英	0	5	10021	1163	-1	150	-1	-1	-1	-1	-1	元宝x150	-1
1165	首次完成大战逍遥派-英雄	0	5	10022	1164	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1166	通关逍遥蓬莱寻仙人	0	5	200	1028	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1167	通关少林绝技名天下	0	5	207	1166	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1160	首次完成玄武岛众兽-墨镜猫	0	5	10017	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1161	首次完成玄武岛众兽-蝴蝶	0	5	10018	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1162	首次完成平叛-每日	0	5	10019	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1163	首次完成大战逍遥派-普通	0	5	10020	-1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1168	通关一代宗师系灵门	0	5	214	1167	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1169	通关段氏思平建大理	0	5	221	1168	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1159	首次完成玄武岛众兽-北极熊	0	5	10016	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1158	首次完成玄武岛众兽-冰蚕	0	5	10015	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1050	首次改名获100元宝奖赏	0	10	1	-1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1051	首次副本失败	0	11	1	0	-1	300	-1	-1	-1	-1	-1	元宝x300	-1
1052	论剑首次达到或超过第1000名	0	12	1000	-1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1053	论剑首次达到或超过第500名	0	12	500	1052	-1	150	-1	-1	-1	-1	-1	元宝x150	-1
1054	论剑首次达到或超过第200名	0	12	200	1053	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1055	论剑首次达到或超过第100名	0	12	100	1054	-1	280	-1	-1	-1	-1	-1	元宝x280	-1
1056	论剑首次达到或超过第50名	0	12	50	1055	-1	350	-1	-1	-1	-1	-1	元宝x350	-1
1057	论剑首次达到或超过第10名	0	12	10	1056	-1	500	-1	-1	-1	-1	-1	元宝x500	-1
1058	论剑首次达到第1名	0	12	1	1057	-1	800	-1	-1	-1	-1	-1	元宝x800	-1
1059	每日武林战斗胜利10次	1	6	10	-1	158888	-1	-1	-1	-1	-1	-1	金币x158888	-1
1111	等级达到52级	0	2	52	1110	-1	190	-1	-1	-1	-1	-1	元宝x190	-1
1110	等级达到51级	0	2	51	1109	-1	-1	-1	-1	-1	5	-1	大力丸x5	-1
1113	等级达到54级	0	2	54	1112	-1	-1	-1	-1	-1	-1	5	强身丹x5	-1
1112	等级达到53级	0	2	53	1111	366666	-1	-1	-1	-1	-1	-1	金币x366666	-1
1115	等级达到56级	0	2	56	1114	386666	-1	-1	-1	-1	-1	-1	金币x386666	-1
1114	等级达到55级	0	2	55	1113	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1117	等级达到58级	0	2	58	1116	-1	210	-1	-1	-1	-1	-1	元宝x210	-1
1116	等级达到57级	0	2	57	1115	-1	-1	-1	-1	-1	5	-1	大力丸x5	-1
1119	等级达到60级	0	2	60	1118	-1	-1	-1	-1	-1	-1	5	强身丹x5	-1
1118	等级达到59级	0	2	59	1117	406666	-1	-1	-1	-1	-1	-1	金币x406666	-1
1176	首次完成武僧玄澄篇-英雄	0	5	10028	1175	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1175	首次完成武僧玄澄篇-精英	0	5	10027	1174	-1	150	-1	-1	-1	-1	-1	元宝x150	-1
1174	首次完成武僧玄澄篇-普通	0	5	10026	-1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1173	首次完成都灵道长篇-英雄	0	5	10025	1172	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1172	首次完成都灵道长篇-精英	0	5	10024	1171	-1	150	-1	-1	-1	-1	-1	元宝x150	-1
1171	首次完成都灵道长篇-普通	0	5	10023	-1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1170	通关燕子坞中会龙城	0	5	229	1169	-1	200	-1	-1	-1	-1	-1	元宝x200	-1
1151	首次完成玄武岛龙龟	0	5	10008	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1150	首次完成玄武岛神猿	0	5	10007	-1	-1	50	-1	-1	-1	-1	-1	元宝x50	-1
1043	[FFAB27]连续登录[F1ECCF]14天	0	9	14	1	-1	56	-1	-1	-1	-1	-1	元宝x56	-1
1042	[FFAB27]连续登录[F1ECCF]13天	0	9	13	1	-1	52	-1	-1	-1	-1	-1	元宝x52	-1
1041	[FFAB27]连续登录[F1ECCF]12天	0	9	12	1	-1	48	-1	-1	-1	-1	-1	元宝x48	-1
1040	[FFAB27]连续登录[F1ECCF]11天	0	9	11	1	-1	44	-1	-1	-1	-1	-1	元宝x44	-1
1047	[FFAB27]连续登录[F1ECCF]18天	0	9	18	1	-1	85	-1	-1	-1	-1	-1	元宝x85	-1
1046	[FFAB27]连续登录[F1ECCF]17天	0	9	17	1	-1	80	-1	-1	-1	-1	-1	元宝x80	-1
1045	[FFAB27]连续登录[F1ECCF]16天	0	9	16	1	-1	75	-1	-1	-1	-1	-1	元宝x75	-1
1044	[FFAB27]连续登录[F1ECCF]15天	0	9	15	1	-1	70	-1	-1	-1	-1	-1	元宝x70	-1
1049	[FFAB27]连续登录[F1ECCF]20天	0	9	20	1	-1	100	-1	-1	-1	-1	-1	元宝x100	-1
1048	[FFAB27]连续登录[F1ECCF]19天	0	9	19	1	-1	90	-1	-1	-1	-1	-1	元宝x90	-1
