80505	805	5	80506	10	0	330	100	5000	仙风道骨	增加侠士内功伤害减免10%	1
80506	805	6	80507	10	0	520	170	6000	仙风道骨	增加侠士内功伤害减免12%	1
80507	805	7	80508	10	0	830	270	7000	仙风道骨	增加侠士内功伤害减免14%	2
80210	802	10	-1	10	0	2150	1100	10000	流云水袖	增加侠士内功防御4000点	2
80211	802	1	80212	10	1	100	20	1000	流云水袖	增加侠士内功防御600点	1
80212	802	2	80213	10	1	160	40	2000	流云水袖	增加侠士内功防御1200点	1
80213	802	3	80214	10	1	260	70	3000	流云水袖	增加侠士内功防御1800点	1
80214	802	4	80215	10	1	400	120	4000	流云水袖	增加侠士内功防御2400点	1
80215	802	5	80216	10	1	660	200	5000	流云水袖	增加侠士内功防御3000点	2
80216	802	6	80217	10	1	1040	340	6000	流云水袖	增加侠士内功防御3600点	2
80217	802	7	80218	10	1	1660	540	7000	流云水袖	增加侠士内功防御4200点	2
80119	801	9	80120	10	1	4300	1400	9000	将军铁甲	增加侠士外功防御5400点	3
80118	801	8	80119	10	1	2700	880	8000	将军铁甲	增加侠士外功防御4800点	2
80524	805	4	80525	10	2	800	240	4000	仙风道骨	增加侠士内功伤害减免16%	2
80414	804	4	80415	10	1	400	120	4000	罗汉金身	增加侠士外功伤害减免12%	1
80113	801	3	80114	10	1	260	70	3000	将军铁甲	增加侠士外功防御1800点	1
80112	801	2	80113	10	1	160	40	2000	将军铁甲	增加侠士外功防御1200点	1
80111	801	1	80112	10	1	100	20	1000	将军铁甲	增加侠士外功防御600点	1
80110	801	10	-1	10	0	2150	1100	10000	将军铁甲	增加侠士外功防御4000点	2
80117	801	7	80118	10	1	1660	540	7000	将军铁甲	增加侠士外功防御4200点	2
80116	801	6	80117	10	1	1040	340	6000	将军铁甲	增加侠士外功防御3600点	2
80115	801	5	80116	10	1	660	200	5000	将军铁甲	增加侠士外功防御3000点	2
80114	801	4	80115	10	1	400	120	4000	将军铁甲	增加侠士外功防御2400点	1
80415	804	5	80416	10	1	660	200	5000	罗汉金身	增加侠士外功伤害减免15%	2
80526	805	6	80527	10	2	2080	680	6000	仙风道骨	增加侠士内功伤害减免24%	2
80104	801	4	80105	10	0	200	60	4000	将军铁甲	增加侠士外功防御1600点	1
80105	801	5	80106	10	0	330	100	5000	将军铁甲	增加侠士外功防御2000点	1
80106	801	6	80107	10	0	520	170	6000	将军铁甲	增加侠士外功防御2400点	1
80107	801	7	80108	10	0	830	270	7000	将军铁甲	增加侠士外功防御2800点	2
80101	801	1	80102	10	0	50	10	1000	将军铁甲	增加侠士外功防御400点	1
80102	801	2	80103	10	0	80	20	2000	将军铁甲	增加侠士外功防御800点	1
80103	801	3	80104	10	0	130	35	3000	将军铁甲	增加侠士外功防御1200点	1
80108	801	8	80109	10	0	1350	440	8000	将军铁甲	增加侠士外功防御3200点	2
80109	801	9	80110	10	0	2150	700	9000	将军铁甲	增加侠士外功防御3600点	2
80330	803	10	-1	10	2	8600	4400	10000	延年益寿	增加侠士生命8000点	5
80501	805	1	80502	10	0	50	10	1000	仙风道骨	增加侠士内功伤害减免2%	1
80530	805	10	-1	10	2	8600	4400	10000	仙风道骨	增加侠士内功伤害减免40%	5
80508	805	8	80509	10	0	1350	440	8000	仙风道骨	增加侠士内功伤害减免16%	2
80409	804	9	80410	10	0	2150	700	9000	罗汉金身	增加侠士外功伤害减免18%	2
80408	804	8	80409	10	0	1350	440	8000	罗汉金身	增加侠士外功伤害减免16%	2
80509	805	9	80510	10	0	2150	700	9000	仙风道骨	增加侠士内功伤害减免18%	2
80401	804	1	80402	10	0	50	10	1000	罗汉金身	增加侠士外功伤害减免2%	1
80308	803	8	80309	10	0	1350	440	8000	延年益寿	增加侠士生命3200点	2
80403	804	3	80404	10	0	130	35	3000	罗汉金身	增加侠士外功伤害减免6%	1
80402	804	2	80403	10	0	80	20	2000	罗汉金身	增加侠士外功伤害减免4%	1
80405	804	5	80406	10	0	330	100	5000	罗汉金身	增加侠士外功伤害减免10%	1
80404	804	4	80405	10	0	200	60	4000	罗汉金身	增加侠士外功伤害减免8%	1
80407	804	7	80408	10	0	830	270	7000	罗汉金身	增加侠士外功伤害减免14%	2
80406	804	6	80407	10	0	520	170	6000	罗汉金身	增加侠士外功伤害减免12%	1
80309	803	9	80310	10	0	2150	700	9000	延年益寿	增加侠士生命3600点	2
80511	805	1	80512	10	1	100	20	1000	仙风道骨	增加侠士内功伤害减免3%	1
80419	804	9	80420	10	1	4300	1400	9000	罗汉金身	增加侠士外功伤害减免27%	3
80315	803	5	80316	10	1	660	200	5000	延年益寿	增加侠士生命3000点	2
80314	803	4	80315	10	1	400	120	4000	延年益寿	增加侠士生命2400点	1
80317	803	7	80318	10	1	1660	540	7000	延年益寿	增加侠士生命4200点	2
80316	803	6	80317	10	1	1040	340	6000	延年益寿	增加侠士生命3600点	2
80009	800	9	80010	10	0	2150	700	9000	血战八方	增加侠士攻击1800点	2
80008	800	8	80009	10	0	1350	440	8000	血战八方	增加侠士攻击1600点	2
80313	803	3	80314	10	1	260	70	3000	延年益寿	增加侠士生命1800点	1
80312	803	2	80313	10	1	160	40	2000	延年益寿	增加侠士生命1200点	1
80005	800	5	80006	10	0	330	100	5000	血战八方	增加侠士攻击1000点	1
80004	800	4	80005	10	0	200	60	4000	血战八方	增加侠士攻击800点	1
80007	800	7	80008	10	0	830	270	7000	血战八方	增加侠士攻击1400点	2
80006	800	6	80007	10	0	520	170	6000	血战八方	增加侠士攻击1200点	1
80001	800	1	80002	10	0	50	10	1000	血战八方	增加侠士攻击200点	1
80318	803	8	80319	10	1	2700	880	8000	延年益寿	增加侠士生命4800点	2
80003	800	3	80004	10	0	130	35	3000	血战八方	增加侠士攻击600点	1
80002	800	2	80003	10	0	80	20	2000	血战八方	增加侠士攻击400点	1
80323	803	3	80324	10	2	520	140	3000	延年益寿	增加侠士生命2400点	1
80301	803	1	80302	10	0	50	10	1000	延年益寿	增加侠士生命400点	1
80521	805	1	80522	10	2	200	40	1000	仙风道骨	增加侠士内功伤害减免4%	1
80427	804	7	80428	10	2	3320	1080	7000	罗汉金身	增加侠士外功伤害减免28%	3
80426	804	6	80427	10	2	2080	680	6000	罗汉金身	增加侠士外功伤害减免24%	2
80425	804	5	80426	10	2	1320	400	5000	罗汉金身	增加侠士外功伤害减免20%	2
80424	804	4	80425	10	2	800	240	4000	罗汉金身	增加侠士外功伤害减免16%	2
80423	804	3	80424	10	2	520	140	3000	罗汉金身	增加侠士外功伤害减免12%	1
80422	804	2	80423	10	2	320	80	2000	罗汉金身	增加侠士外功伤害减免8%	1
80421	804	1	80422	10	2	200	40	1000	罗汉金身	增加侠士外功伤害减免4%	1
80420	804	10	-1	10	1	4300	2200	10000	罗汉金身	增加侠士外功伤害减免30%	3
80510	805	10	-1	10	0	2150	1100	10000	仙风道骨	增加侠士内功伤害减免20%	2
80429	804	9	80430	10	2	8600	2800	9000	罗汉金身	增加侠士外功伤害减免36%	4
80428	804	8	80429	10	2	5400	1760	8000	罗汉金身	增加侠士外功伤害减免32%	3
80306	803	6	80307	10	0	520	170	6000	延年益寿	增加侠士生命2400点	1
80307	803	7	80308	10	0	830	270	7000	延年益寿	增加侠士生命2800点	2
80304	803	4	80305	10	0	200	60	4000	延年益寿	增加侠士生命1600点	1
80305	803	5	80306	10	0	330	100	5000	延年益寿	增加侠士生命2000点	1
80302	803	2	80303	10	0	80	20	2000	延年益寿	增加侠士生命800点	1
80303	803	3	80304	10	0	130	35	3000	延年益寿	增加侠士生命1200点	1
80018	800	8	80019	10	1	2700	880	8000	血战八方	增加侠士攻击2400点	2
80019	800	9	80020	10	1	4300	1400	9000	血战八方	增加侠士攻击2700点	3
80016	800	6	80017	10	1	1040	340	6000	血战八方	增加侠士攻击1800点	2
80017	800	7	80018	10	1	1660	540	7000	血战八方	增加侠士攻击2100点	2
80014	800	4	80015	10	1	400	120	4000	血战八方	增加侠士攻击1200点	1
80015	800	5	80016	10	1	660	200	5000	血战八方	增加侠士攻击1500点	2
80012	800	2	80013	10	1	160	40	2000	血战八方	增加侠士攻击600点	1
80013	800	3	80014	10	1	260	70	3000	血战八方	增加侠士攻击900点	1
80010	800	10	-1	10	0	2150	1100	10000	血战八方	增加侠士攻击2000点	2
80011	800	1	80012	10	1	100	20	1000	血战八方	增加侠士攻击300点	1
